Order_ID,Order_Date,Customer_ID,Reseller,Seller,State,Product,Category,Payment_Mode,Order_Value,Delivery_Days,Returned,Return_Reason,Product_Views,Added_to_Cart,Purchased,Rating
ORD_00170,18-05-2024,CUST_401,Reseller_10,Seller_3,Uttar Pradesh,Face Roller,Kitchen,COD,556.96,12,FALSE,,19,8,1,4
ORD_00171,12-02-2024,CUST_318,Reseller_14,Seller_9,Uttar Pradesh,T-shirt Combo,Home Decor,COD,154.86,9,FALSE,,38,18,1,4.2
ORD_00172,13-03-2024,CUST_109,Reseller_9,Seller_8,Uttar Pradesh,Silk Saree,Fashion,COD,3447.99,7,FALSE,,75,59,1,2.5
ORD_00173,20-04-2024,CUST_372,Reseller_19,Seller_9,Delhi,Bluetooth Earbuds,Home Decor,COD,2067.23,3,FALSE,,72,64,1,3.8
ORD_00174,23-02-2024,CUST_340,Reseller_11,Seller_9,Karnataka,Handbag,Kitchen,Prepaid,4901.26,9,FALSE,,42,32,1,3.1
ORD_00175,22-05-2024,CUST_345,Reseller_1,Seller_6,Maharashtra,Wireless Mouse,Kitchen,Prepaid,159.93,9,TRUE,Size Issue,23,10,1,4.1
ORD_00176,21-06-2024,CUST_457,Reseller_18,Seller_7,Delhi,Cosmetic Pouch,Electronics,Prepaid,3298.12,3,FALSE,,86,72,1,2.9
ORD_00177,03-01-2024,CUST_480,Reseller_20,Seller_7,Karnataka,Mobile Stand,Beauty,COD,4219.86,2,TRUE,Wrong Item,25,11,1,4.2
ORD_00178,02-04-2024,CUST_114,Reseller_12,Seller_5,Maharashtra,Water Bottle,Fashion,COD,3125.2,6,FALSE,,30,15,1,3.5
ORD_00179,08-05-2024,CUST_446,Reseller_20,Seller_8,Maharashtra,Bluetooth Earbuds,Beauty,COD,4923.68,12,FALSE,,36,18,1,4.8
ORD_00180,07-03-2024,CUST_382,Reseller_7,Seller_9,Uttar Pradesh,Essential Oils,Home Decor,Prepaid,3074.42,4,TRUE,Damaged,9,5,1,2.8
ORD_00181,26-04-2024,CUST_130,Reseller_9,Seller_9,Maharashtra,Floor Cleaner,Home Decor,Prepaid,262.12,12,FALSE,,88,71,1,3.4
ORD_00182,12-05-2024,CUST_239,Reseller_11,Seller_1,Tamil Nadu,Silk Saree,Electronics,Prepaid,2123.35,3,FALSE,,64,53,1,2.8
ORD_00183,07-01-2024,CUST_172,Reseller_2,Seller_4,Karnataka,Face Roller,Fashion,Prepaid,2732.19,7,TRUE,Damaged,11,0,0,4.8
ORD_00184,20-04-2024,CUST_50,Reseller_3,Seller_7,Maharashtra,Digital Thermometer,Home Decor,COD,1746.74,3,FALSE,,4,0,0,4.7
ORD_00185,01-03-2024,CUST_421,Reseller_9,Seller_6,Maharashtra,Cotton Kurti,Kitchen,COD,1306.04,7,FALSE,,43,27,1,3.1
ORD_00186,21-03-2024,CUST_470,Reseller_15,Seller_10,Delhi,Non-Stick Pan,Kitchen,Prepaid,2957.83,3,FALSE,,5,0,0,4.1
ORD_00187,07-04-2024,CUST_287,Reseller_2,Seller_3,Tamil Nadu,Cosmetic Pouch,Fashion,COD,3112.08,8,TRUE,Size Issue,7,0,0,4.5
ORD_00188,07-06-2024,CUST_238,Reseller_14,Seller_10,Maharashtra,Bluetooth Speaker,Fashion,Prepaid,3969.25,11,TRUE,Late Delivery,55,36,1,3.9
ORD_00189,02-02-2024,CUST_304,Reseller_15,Seller_1,Uttar Pradesh,Bedsheet Double,Beauty,COD,1083.53,3,TRUE,Size Issue,25,7,1,3.8
ORD_00190,02-02-2024,CUST_409,Reseller_12,Seller_5,Tamil Nadu,Travel Backpack,Kitchen,COD,3161.13,4,FALSE,,6,5,1,3.1
ORD_00191,04-04-2024,CUST_309,Reseller_17,Seller_7,Karnataka,Yoga Mat,Kitchen,COD,4443.33,4,TRUE,Wrong Item,44,35,1,2.7
ORD_00192,21-02-2024,CUST_217,Reseller_5,Seller_10,Delhi,Silk Saree,Kitchen,COD,4123.04,10,FALSE,,45,39,1,4.7
ORD_00193,26-03-2024,CUST_170,Reseller_11,Seller_2,Maharashtra,Travel Backpack,Home Decor,Prepaid,3519.69,9,FALSE,,75,57,1,4.8
ORD_00194,27-02-2024,CUST_472,Reseller_11,Seller_7,Maharashtra,Diya Set,Beauty,COD,4399.11,2,FALSE,,1,0,0,4.1
ORD_00195,17-02-2024,CUST_193,Reseller_20,Seller_8,Maharashtra,Cosmetic Pouch,Home Decor,COD,3712.74,7,FALSE,,27,15,1,3.3
ORD_00196,12-01-2024,CUST_324,Reseller_3,Seller_1,Karnataka,Silk Saree,Beauty,COD,708.67,6,FALSE,,75,64,1,3.4
ORD_00197,20-02-2024,CUST_284,Reseller_10,Seller_4,Maharashtra,Cotton Kurti,Home Decor,COD,1420.69,4,FALSE,,32,27,1,4.3
ORD_00198,19-03-2024,CUST_57,Reseller_4,Seller_5,Delhi,Cotton Kurti,Home Decor,Prepaid,815.63,12,FALSE,,44,38,1,4.7
ORD_00199,31-01-2024,CUST_450,Reseller_12,Seller_6,Maharashtra,Wireless Mouse,Home Decor,Prepaid,4888.94,11,FALSE,,92,90,1,4.7
ORD_00200,06-06-2024,CUST_326,Reseller_7,Seller_4,Uttar Pradesh,Nail Paint Kit,Home Decor,COD,1965.14,11,FALSE,,32,31,1,4.4
ORD_00201,05-05-2024,CUST_436,Reseller_10,Seller_9,Maharashtra,Electric Kettle,Home Decor,COD,408.31,6,FALSE,,66,48,1,4.1
ORD_00202,28-04-2024,CUST_192,Reseller_20,Seller_8,Delhi,Handbag,Fashion,COD,2032.36,12,FALSE,,64,48,1,2.7
ORD_00203,10-01-2024,CUST_327,Reseller_17,Seller_6,Tamil Nadu,Smart Watch,Beauty,Prepaid,2549.74,6,FALSE,,75,55,1,2.9
ORD_00204,20-05-2024,CUST_479,Reseller_15,Seller_4,Maharashtra,Handbag,Home Decor,COD,1634.1,8,FALSE,,48,40,1,4.7
ORD_00205,25-04-2024,CUST_319,Reseller_10,Seller_2,Tamil Nadu,Lipstick Set,Home Decor,COD,1266.36,2,FALSE,,44,31,1,4
ORD_00206,01-04-2024,CUST_136,Reseller_12,Seller_7,Tamil Nadu,Wireless Mouse,Electronics,COD,2004.5,4,FALSE,,83,81,1,2.5
ORD_00207,21-02-2024,CUST_185,Reseller_17,Seller_9,Uttar Pradesh,Lipstick Set,Beauty,Prepaid,3961.49,5,TRUE,Size Issue,5,0,0,2.8
ORD_00208,07-03-2024,CUST_310,Reseller_9,Seller_6,Karnataka,Face Wash,Home Decor,Prepaid,3877.14,6,FALSE,,18,1,1,4.2
ORD_00209,28-02-2024,CUST_390,Reseller_12,Seller_5,Tamil Nadu,Silk Saree,Beauty,Prepaid,4136.03,12,TRUE,No Return,20,8,1,2.5
ORD_00210,21-03-2024,CUST_237,Reseller_8,Seller_8,Uttar Pradesh,Water Bottle,Home Decor,COD,2830.18,9,FALSE,,44,42,1,2.9
ORD_00211,07-05-2024,CUST_157,Reseller_7,Seller_7,Tamil Nadu,Flower Vase,Electronics,COD,2858.47,7,TRUE,Damaged,95,95,1,3.9
ORD_00212,09-01-2024,CUST_301,Reseller_8,Seller_6,Tamil Nadu,Hand Blender,Beauty,COD,3800.24,10,FALSE,,3,0,0,4.2
ORD_00213,16-05-2024,CUST_105,Reseller_19,Seller_6,Uttar Pradesh,Pressure Cooker,Home Decor,Prepaid,2933.31,8,FALSE,,51,49,1,4.1
ORD_00214,09-01-2024,CUST_346,Reseller_4,Seller_8,Karnataka,Photo Frame,Home Decor,COD,2339.95,6,TRUE,Size Issue,71,66,1,3.1
ORD_00215,18-01-2024,CUST_120,Reseller_1,Seller_8,Maharashtra,Cosmetic Pouch,Kitchen,COD,4570.02,8,FALSE,,38,22,1,4.3
ORD_00216,17-04-2024,CUST_57,Reseller_17,Seller_6,Delhi,Wireless Mouse,Fashion,COD,4319.58,8,FALSE,,17,0,0,3.1
ORD_00217,30-05-2024,CUST_310,Reseller_7,Seller_7,Maharashtra,Washing Gloves,Fashion,Prepaid,1652.32,12,FALSE,,74,65,1,3.3
ORD_00218,25-03-2024,CUST_310,Reseller_9,Seller_8,Maharashtra,Flower Vase,Kitchen,COD,842.06,3,FALSE,,32,16,1,4.4
ORD_00219,10-04-2024,CUST_234,Reseller_15,Seller_8,Uttar Pradesh,Floor Cleaner,Electronics,COD,591.85,12,FALSE,,45,36,1,4.1
ORD_00220,25-01-2024,CUST_338,Reseller_8,Seller_7,Maharashtra,Diya Set,Home Decor,Prepaid,3706.23,9,FALSE,,24,6,1,4.6
ORD_00221,06-05-2024,CUST_358,Reseller_6,Seller_4,Karnataka,Bluetooth Speaker,Fashion,Prepaid,2758.03,12,FALSE,,93,87,1,4.1
ORD_00222,09-05-2024,CUST_85,Reseller_12,Seller_2,Delhi,Men's Jeans,Kitchen,Prepaid,2596.31,7,FALSE,,33,27,1,3.9
ORD_00223,04-02-2024,CUST_6,Reseller_3,Seller_1,Tamil Nadu,Bluetooth Earbuds,Electronics,COD,3767.89,5,FALSE,,33,30,1,2.7
ORD_00224,05-01-2024,CUST_431,Reseller_15,Seller_8,Delhi,Choker Necklace,Electronics,COD,3336.56,9,TRUE,Wrong Item,21,16,1,3.4
ORD_00225,09-02-2024,CUST_6,Reseller_10,Seller_3,Delhi,Casual Shirt,Fashion,COD,2045.62,3,FALSE,,87,79,1,3.2
ORD_00226,13-06-2024,CUST_429,Reseller_7,Seller_3,Delhi,Ceiling Lamp,Beauty,Prepaid,2731.65,9,FALSE,,82,66,1,3.1
ORD_00227,02-03-2024,CUST_476,Reseller_10,Seller_7,Tamil Nadu,Hand Blender,Fashion,COD,172.63,8,FALSE,,32,21,1,4.9
ORD_00228,19-06-2024,CUST_33,Reseller_14,Seller_1,Delhi,Flower Vase,Fashion,Prepaid,1785.02,5,FALSE,,29,26,1,3.5
ORD_00229,11-04-2024,CUST_320,Reseller_14,Seller_1,Uttar Pradesh,T-shirt Combo,Home Decor,COD,1736.64,10,FALSE,,27,10,1,4.7
ORD_00230,27-04-2024,CUST_7,Reseller_7,Seller_4,Delhi,Raincoat,Fashion,COD,992.06,8,FALSE,,50,44,1,4.1
ORD_00231,17-05-2024,CUST_307,Reseller_20,Seller_5,Karnataka,Water Bottle,Fashion,COD,4444.48,8,FALSE,,64,61,1,4.5
ORD_00232,26-03-2024,CUST_498,Reseller_4,Seller_5,Uttar Pradesh,Floor Cleaner,Home Decor,COD,3209.74,8,FALSE,,99,95,1,3.8
ORD_00233,08-05-2024,CUST_328,Reseller_3,Seller_8,Karnataka,Smart Watch,Beauty,COD,4573.7,9,FALSE,,95,88,1,3.9
ORD_00234,21-01-2024,CUST_388,Reseller_1,Seller_4,Uttar Pradesh,Electric Kettle,Fashion,Prepaid,751.67,5,FALSE,,32,13,1,3.7
ORD_00235,04-02-2024,CUST_485,Reseller_16,Seller_6,Karnataka,Wall Clock,Home Decor,COD,1972.38,12,TRUE,No Return,57,47,1,3
ORD_00236,03-03-2024,CUST_376,Reseller_17,Seller_1,Tamil Nadu,Curtain Set,Beauty,Prepaid,1549.01,2,FALSE,,43,33,1,4.3
ORD_00237,05-05-2024,CUST_323,Reseller_8,Seller_1,Maharashtra,Handbag,Kitchen,Prepaid,2000.21,7,FALSE,,1,0,0,3.2
ORD_00238,09-05-2024,CUST_478,Reseller_5,Seller_1,Maharashtra,Non-Stick Pan,Home Decor,COD,992.33,10,FALSE,,27,20,1,2.6
ORD_00239,24-04-2024,CUST_156,Reseller_10,Seller_8,Maharashtra,Lipstick Set,Electronics,Prepaid,1337.89,4,FALSE,,37,19,1,4.1
ORD_00240,20-04-2024,CUST_217,Reseller_16,Seller_5,Delhi,Travel Backpack,Home Decor,Prepaid,1893.97,8,TRUE,Late Delivery,65,46,1,2.9
ORD_00241,06-03-2024,CUST_79,Reseller_1,Seller_8,Tamil Nadu,Face Roller,Home Decor,COD,553.68,6,FALSE,,71,66,1,4.9
ORD_00242,09-02-2024,CUST_367,Reseller_15,Seller_5,Karnataka,Photo Frame,Electronics,COD,3089.22,3,FALSE,,61,55,1,4.9
ORD_00243,19-03-2024,CUST_192,Reseller_17,Seller_1,Karnataka,Flower Vase,Fashion,COD,4639.6,8,FALSE,,50,35,1,4.8
ORD_00244,10-05-2024,CUST_491,Reseller_14,Seller_2,Delhi,Electric Tandoor,Kitchen,Prepaid,753.72,11,TRUE,Late Delivery,33,22,1,3.4
ORD_00245,29-06-2024,CUST_472,Reseller_2,Seller_6,Tamil Nadu,Rice Container,Electronics,Prepaid,3717.97,5,FALSE,,47,27,1,2.5
ORD_00246,04-01-2024,CUST_297,Reseller_9,Seller_3,Uttar Pradesh,Wall Shelf,Fashion,COD,3453.17,6,FALSE,,85,80,1,4.8
ORD_00247,26-06-2024,CUST_85,Reseller_13,Seller_7,Uttar Pradesh,Mobile Stand,Fashion,Prepaid,539.69,5,FALSE,,55,47,1,3.6
ORD_00248,09-03-2024,CUST_398,Reseller_13,Seller_9,Uttar Pradesh,Yoga Mat,Kitchen,COD,2146.3,3,TRUE,No Return,45,41,1,4.9
ORD_00249,14-03-2024,CUST_269,Reseller_10,Seller_7,Delhi,Digital Thermometer,Home Decor,Prepaid,4109.49,2,TRUE,Late Delivery,54,34,1,4.9
ORD_00250,25-05-2024,CUST_486,Reseller_6,Seller_3,Karnataka,Hair Straightener,Electronics,COD,801.51,9,FALSE,,15,1,1,4.6
ORD_00251,11-06-2024,CUST_468,Reseller_2,Seller_4,Maharashtra,Handbag,Home Decor,Prepaid,1080.64,8,FALSE,,80,77,1,3.2
ORD_00252,03-01-2024,CUST_245,Reseller_3,Seller_5,Tamil Nadu,T-shirt Combo,Fashion,COD,461.67,2,FALSE,,63,60,1,3.5
ORD_00253,04-05-2024,CUST_267,Reseller_19,Seller_1,Delhi,Wall Clock,Beauty,COD,2683.32,2,FALSE,,98,90,1,4.6
ORD_00254,06-04-2024,CUST_482,Reseller_14,Seller_10,Karnataka,Washing Gloves,Beauty,COD,4467.24,7,FALSE,,47,35,1,3.3
ORD_00255,03-06-2024,CUST_455,Reseller_11,Seller_6,Delhi,Diya Set,Fashion,COD,4372.13,8,FALSE,,18,18,1,2.9
ORD_00256,12-06-2024,CUST_339,Reseller_8,Seller_5,Karnataka,Mobile Stand,Kitchen,COD,3478,9,FALSE,,25,25,1,3.9
ORD_00257,19-04-2024,CUST_314,Reseller_2,Seller_6,Karnataka,Choker Necklace,Fashion,Prepaid,1282.76,9,FALSE,,11,0,0,4.8
ORD_00258,09-01-2024,CUST_402,Reseller_10,Seller_7,Uttar Pradesh,Washing Gloves,Fashion,COD,844.33,10,FALSE,,92,76,1,4.2
ORD_00259,02-03-2024,CUST_247,Reseller_10,Seller_2,Uttar Pradesh,Pressure Cooker,Electronics,Prepaid,2413.99,9,FALSE,,85,68,1,3.9
ORD_00260,26-02-2024,CUST_168,Reseller_3,Seller_3,Delhi,LED Strip Light,Home Decor,COD,3621.46,4,FALSE,,50,42,1,2.7
ORD_00261,02-06-2024,CUST_447,Reseller_4,Seller_8,Maharashtra,Hair Straightener,Beauty,Prepaid,3222.71,9,TRUE,Wrong Item,29,11,1,4
ORD_00262,29-01-2024,CUST_60,Reseller_13,Seller_7,Uttar Pradesh,Non-Stick Pan,Beauty,Prepaid,2269.27,5,FALSE,,38,36,1,5
ORD_00263,20-03-2024,CUST_296,Reseller_7,Seller_10,Delhi,Lipstick Set,Beauty,COD,767.97,7,FALSE,,95,95,1,2.9
ORD_00264,18-06-2024,CUST_479,Reseller_7,Seller_9,Tamil Nadu,Wall Clock,Kitchen,Prepaid,1700.27,7,FALSE,,17,1,1,3.8
ORD_00265,23-06-2024,CUST_429,Reseller_4,Seller_4,Tamil Nadu,Casual Shirt,Kitchen,COD,4283.96,7,TRUE,Wrong Item,29,14,1,4.7
ORD_00266,11-03-2024,CUST_159,Reseller_10,Seller_10,Maharashtra,Wireless Mouse,Home Decor,Prepaid,4268.27,2,FALSE,,65,62,1,4.4
ORD_00267,27-02-2024,CUST_171,Reseller_7,Seller_8,Tamil Nadu,Rice Container,Kitchen,COD,4837.5,2,FALSE,,20,14,1,4.2
ORD_00268,18-04-2024,CUST_281,Reseller_16,Seller_3,Tamil Nadu,Cosmetic Pouch,Fashion,COD,4102.81,4,FALSE,,51,41,1,4.3
ORD_00269,10-04-2024,CUST_100,Reseller_13,Seller_6,Tamil Nadu,Wall Shelf,Electronics,COD,3674.76,6,FALSE,,90,73,1,3.4
ORD_00270,27-06-2024,CUST_296,Reseller_19,Seller_6,Delhi,Bedsheet Double,Home Decor,Prepaid,3591.5,9,FALSE,,18,4,1,3.2
ORD_00271,06-04-2024,CUST_53,Reseller_7,Seller_3,Maharashtra,Washing Gloves,Beauty,Prepaid,1098.93,12,TRUE,No Return,87,83,1,4.5
ORD_00272,21-04-2024,CUST_333,Reseller_4,Seller_1,Karnataka,Raincoat,Home Decor,Prepaid,1021.22,2,TRUE,No Return,44,26,1,4.5
ORD_00273,26-06-2024,CUST_335,Reseller_2,Seller_4,Delhi,Nail Paint Kit,Electronics,COD,2519.84,11,FALSE,,96,84,1,4.7
ORD_00274,20-06-2024,CUST_63,Reseller_13,Seller_8,Karnataka,Hand Blender,Fashion,Prepaid,2308.82,2,TRUE,Size Issue,63,43,1,4.8
ORD_00275,14-06-2024,CUST_93,Reseller_19,Seller_1,Uttar Pradesh,Notebook Combo,Home Decor,Prepaid,2475.57,3,FALSE,,50,35,1,3.8
ORD_00276,10-04-2024,CUST_417,Reseller_19,Seller_5,Maharashtra,Cosmetic Pouch,Electronics,COD,457.97,10,FALSE,,90,90,1,3.8
ORD_00277,16-02-2024,CUST_495,Reseller_16,Seller_9,Delhi,Measuring Cups,Kitchen,COD,2985.9,12,TRUE,Damaged,85,82,1,4.5
ORD_00278,23-05-2024,CUST_335,Reseller_18,Seller_1,Tamil Nadu,Casual Shirt,Home Decor,Prepaid,746.77,4,FALSE,,21,19,1,4.1
ORD_00279,04-03-2024,CUST_484,Reseller_4,Seller_2,Uttar Pradesh,Hair Dryer,Fashion,COD,4836.44,4,FALSE,,85,85,1,4.3
ORD_00280,10-05-2024,CUST_181,Reseller_10,Seller_9,Uttar Pradesh,Yoga Mat,Fashion,COD,2948.8,7,FALSE,,78,61,1,4.5
ORD_00281,31-05-2024,CUST_309,Reseller_8,Seller_1,Delhi,Handbag,Fashion,COD,1603.59,5,FALSE,,71,65,1,4.7
ORD_00282,22-01-2024,CUST_84,Reseller_20,Seller_3,Tamil Nadu,Makeup Brushes,Beauty,COD,1386.59,8,FALSE,,52,38,1,3.3
ORD_00283,24-05-2024,CUST_99,Reseller_18,Seller_3,Maharashtra,Hair Dryer,Electronics,COD,3703.47,12,FALSE,,92,81,1,3.4
ORD_00284,20-01-2024,CUST_494,Reseller_6,Seller_10,Tamil Nadu,Hand Blender,Kitchen,Prepaid,1684.35,8,FALSE,,78,71,1,2.7
ORD_00285,07-02-2024,CUST_171,Reseller_4,Seller_9,Uttar Pradesh,Curtain Set,Fashion,COD,1747.38,3,FALSE,,100,92,1,3.9
ORD_00286,19-03-2024,CUST_64,Reseller_4,Seller_1,Tamil Nadu,Water Bottle,Beauty,Prepaid,1227.79,3,FALSE,,23,7,1,2.6
ORD_00287,22-03-2024,CUST_51,Reseller_17,Seller_2,Karnataka,Electric Kettle,Electronics,Prepaid,4347.18,10,FALSE,,7,2,1,3.7
ORD_00288,24-06-2024,CUST_66,Reseller_12,Seller_3,Uttar Pradesh,Face Roller,Electronics,COD,4427.8,8,FALSE,,34,34,1,3.9
ORD_00289,22-06-2024,CUST_363,Reseller_5,Seller_3,Tamil Nadu,Notebook Combo,Home Decor,COD,1446.74,12,FALSE,,100,93,1,3.2
ORD_00290,28-02-2024,CUST_488,Reseller_6,Seller_8,Tamil Nadu,Casual Shirt,Electronics,Prepaid,4022.57,10,FALSE,,55,39,1,4
ORD_00291,27-05-2024,CUST_484,Reseller_14,Seller_5,Karnataka,Yoga Mat,Fashion,Prepaid,3228.18,3,FALSE,,12,7,1,2.6
ORD_00292,02-05-2024,CUST_478,Reseller_18,Seller_5,Tamil Nadu,Wall Clock,Fashion,Prepaid,201.87,8,FALSE,,94,90,1,2.6
ORD_00293,03-03-2024,CUST_360,Reseller_4,Seller_9,Tamil Nadu,Essential Oils,Kitchen,COD,1072.39,2,FALSE,,69,58,1,4.6
ORD_00294,04-02-2024,CUST_90,Reseller_2,Seller_10,Uttar Pradesh,Digital Thermometer,Kitchen,COD,967.38,10,FALSE,,10,0,0,3.4
ORD_00295,31-01-2024,CUST_348,Reseller_14,Seller_1,Tamil Nadu,Notebook Combo,Beauty,COD,1960.43,3,FALSE,,32,15,1,2.8
ORD_00296,11-05-2024,CUST_473,Reseller_10,Seller_8,Karnataka,Toaster,Beauty,COD,3729.42,11,FALSE,,40,20,1,3.8
ORD_00297,17-02-2024,CUST_55,Reseller_16,Seller_10,Delhi,Bluetooth Earbuds,Electronics,COD,3135.32,7,FALSE,,1,0,0,4.4
ORD_00298,02-01-2024,CUST_211,Reseller_4,Seller_1,Tamil Nadu,Bluetooth Speaker,Beauty,COD,561.01,10,FALSE,,16,1,1,3
ORD_00299,17-06-2024,CUST_138,Reseller_16,Seller_4,Tamil Nadu,Nail Paint Kit,Beauty,COD,1917.8,4,FALSE,,14,0,0,4.1
ORD_00300,17-04-2024,CUST_21,Reseller_12,Seller_3,Tamil Nadu,Ceiling Lamp,Home Decor,COD,4435.34,5,TRUE,Wrong Item,18,6,1,2.7
ORD_00301,24-03-2024,CUST_282,Reseller_6,Seller_1,Maharashtra,Digital Thermometer,Beauty,Prepaid,4804.54,6,TRUE,Late Delivery,64,60,1,2.6
ORD_00302,14-01-2024,CUST_257,Reseller_13,Seller_9,Maharashtra,Face Roller,Electronics,COD,673.22,2,TRUE,Wrong Item,2,0,0,3.8
ORD_00303,10-05-2024,CUST_127,Reseller_20,Seller_7,Delhi,Wall Shelf,Beauty,COD,1553.91,9,TRUE,Late Delivery,80,76,1,3.9
ORD_00304,05-06-2024,CUST_362,Reseller_4,Seller_5,Karnataka,Smart Watch,Home Decor,Prepaid,1349.67,8,FALSE,,14,0,0,4.1
ORD_00305,05-01-2024,CUST_476,Reseller_5,Seller_10,Maharashtra,Smart Watch,Home Decor,COD,2096.22,6,FALSE,,19,6,1,4.3
ORD_00306,02-05-2024,CUST_114,Reseller_2,Seller_2,Tamil Nadu,Diya Set,Home Decor,COD,1636.26,12,FALSE,,44,31,1,4.9
ORD_00307,16-02-2024,CUST_127,Reseller_2,Seller_7,Karnataka,Wall Clock,Kitchen,COD,1913.34,7,FALSE,,41,40,1,3.8
ORD_00308,26-03-2024,CUST_130,Reseller_11,Seller_1,Maharashtra,Bluetooth Earbuds,Fashion,COD,1508.77,11,TRUE,Damaged,63,52,1,3.3
ORD_00309,15-05-2024,CUST_186,Reseller_1,Seller_2,Uttar Pradesh,Yoga Mat,Fashion,Prepaid,781.99,7,FALSE,,96,78,1,4.5
ORD_00310,16-06-2024,CUST_62,Reseller_9,Seller_4,Maharashtra,Casual Shirt,Beauty,COD,573.07,3,TRUE,No Return,6,0,0,3.2
ORD_00311,09-02-2024,CUST_390,Reseller_4,Seller_8,Delhi,Flower Vase,Home Decor,Prepaid,3152.2,6,FALSE,,26,9,1,3.6
ORD_00312,10-06-2024,CUST_459,Reseller_14,Seller_4,Uttar Pradesh,Bluetooth Earbuds,Home Decor,Prepaid,4474.2,10,FALSE,,47,33,1,2.7
ORD_00313,27-06-2024,CUST_86,Reseller_3,Seller_7,Tamil Nadu,Rice Container,Fashion,COD,4666.96,10,FALSE,,77,69,1,2.6
ORD_00314,12-02-2024,CUST_273,Reseller_19,Seller_1,Delhi,Pressure Cooker,Beauty,Prepaid,3514.95,8,FALSE,,66,64,1,4.9
ORD_00315,11-05-2024,CUST_112,Reseller_18,Seller_7,Tamil Nadu,Ceiling Lamp,Kitchen,COD,1466.75,4,TRUE,No Return,76,76,1,4.6
ORD_00316,16-05-2024,CUST_88,Reseller_9,Seller_9,Karnataka,Wireless Mouse,Kitchen,Prepaid,1587.36,6,FALSE,,29,28,1,4.2
ORD_00317,30-01-2024,CUST_128,Reseller_5,Seller_1,Karnataka,LED Strip Light,Beauty,Prepaid,1461.61,2,FALSE,,27,10,1,3.5
ORD_00318,16-03-2024,CUST_69,Reseller_12,Seller_10,Karnataka,Silk Saree,Beauty,COD,3571.49,10,FALSE,,53,34,1,2.9
ORD_00319,28-01-2024,CUST_276,Reseller_12,Seller_1,Maharashtra,Choker Necklace,Fashion,Prepaid,1506.5,6,FALSE,,85,67,1,2.9
ORD_00320,09-02-2024,CUST_298,Reseller_20,Seller_5,Uttar Pradesh,Hair Straightener,Electronics,COD,2294.6,7,FALSE,,81,69,1,3.1
ORD_00321,25-05-2024,CUST_418,Reseller_12,Seller_7,Maharashtra,Ceiling Lamp,Home Decor,Prepaid,604.4,4,FALSE,,23,17,1,3.9
ORD_00322,19-01-2024,CUST_97,Reseller_1,Seller_5,Karnataka,Essential Oils,Home Decor,COD,1012.01,8,FALSE,,9,5,1,4.3
ORD_00323,29-01-2024,CUST_194,Reseller_13,Seller_8,Delhi,Raincoat,Home Decor,Prepaid,815.86,2,FALSE,,50,50,1,4.2
ORD_00324,27-03-2024,CUST_491,Reseller_8,Seller_3,Delhi,Silk Saree,Fashion,COD,4702.2,11,TRUE,Size Issue,14,0,0,3.2
ORD_00325,15-01-2024,CUST_246,Reseller_5,Seller_4,Tamil Nadu,Rice Container,Fashion,Prepaid,4478.09,4,FALSE,,20,13,1,4.9
ORD_00326,07-01-2024,CUST_73,Reseller_4,Seller_9,Delhi,Wall Sticker,Beauty,Prepaid,648.65,6,TRUE,Late Delivery,1,0,0,4.3
ORD_00327,05-05-2024,CUST_453,Reseller_5,Seller_7,Karnataka,Water Bottle,Electronics,Prepaid,1245.54,12,FALSE,,92,89,1,3.9
ORD_00328,03-06-2024,CUST_474,Reseller_4,Seller_4,Karnataka,T-shirt Combo,Fashion,COD,3136.13,3,FALSE,,11,10,1,4
ORD_00329,14-03-2024,CUST_352,Reseller_17,Seller_7,Karnataka,Nail Paint Kit,Home Decor,COD,3445.25,4,FALSE,,39,20,1,3.5
ORD_00330,07-02-2024,CUST_442,Reseller_16,Seller_5,Karnataka,Makeup Brushes,Fashion,Prepaid,4081.99,3,FALSE,,20,0,0,3.1
ORD_00331,23-03-2024,CUST_143,Reseller_15,Seller_7,Tamil Nadu,Choker Necklace,Home Decor,Prepaid,698.85,8,FALSE,,19,17,1,3.4
ORD_00332,16-06-2024,CUST_326,Reseller_12,Seller_7,Karnataka,Pressure Cooker,Home Decor,COD,2484.25,8,FALSE,,43,39,1,4.4
ORD_00333,17-04-2024,CUST_197,Reseller_18,Seller_7,Tamil Nadu,LED Strip Light,Electronics,COD,2539.12,10,FALSE,,11,0,0,2.5
ORD_00334,16-01-2024,CUST_243,Reseller_3,Seller_4,Maharashtra,Clutch Purse,Kitchen,COD,1135.91,2,FALSE,,18,15,1,2.8
ORD_00335,05-02-2024,CUST_424,Reseller_10,Seller_3,Tamil Nadu,Makeup Brushes,Beauty,COD,4288.56,8,FALSE,,29,28,1,2.6
ORD_00336,08-01-2024,CUST_245,Reseller_1,Seller_7,Tamil Nadu,Mobile Stand,Home Decor,COD,3551.8,12,FALSE,,77,72,1,2.6
ORD_00337,15-05-2024,CUST_241,Reseller_3,Seller_3,Maharashtra,Nail Paint Kit,Beauty,COD,2910.54,8,TRUE,Damaged,96,92,1,4.6
ORD_00338,09-01-2024,CUST_80,Reseller_14,Seller_8,Karnataka,Cosmetic Pouch,Beauty,COD,3277.51,2,FALSE,,8,0,0,4.3
ORD_00339,08-05-2024,CUST_425,Reseller_6,Seller_9,Delhi,Casual Shirt,Home Decor,COD,2204.56,9,FALSE,,34,16,1,3.7
